COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST - Republican,BALLOTS CAST - Democratic,BALLOTS CAST - General,REP Governor,REP Governor,REP Governor,REP United States Senate,"REP United States House of Representatives, District 3","REP Tennessee Senate, District 11 District 11","REP Tennessee House of Representatives, District 26 District 26","REP Tennessee House of Representatives, District 27 District 27","REP Tennessee House of Representatives, District 27 District 27","REP Tennessee House of Representatives, District 28 District 28","REP Tennessee House of Representatives, District 29 District 29","REP Tennessee House of Representatives, District 30 District 30","REP State Executive Committeeman, District 10 District 10","REP State Executive Committeeman, District 11 District 11","REP State Executive Committeeman, District 11 District 11","REP State Executive Committeewoman, District 10 District 10","REP State Executive Committeewoman, District 11 District 11","REP State Executive Committeewoman, District 11 District 11",DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM United States Senate,DEM United States Senate,DEM United States Senate,DEM United States Senate,DEM United States Senate,"DEM United States House of Representatives, District 3","DEM United States House of Representatives, District 3","DEM Tennessee Senate, District 11 District 11","DEM Tennessee House of Representatives, District 26 District 26","DEM Tennessee House of Representatives, District 26 District 26","DEM Tennessee House of Representatives, District 27 District 27","DEM Tennessee House of Representatives, District 28 District 28","DEM Tennessee House of Representatives, District 29 District 29","DEM Tennessee House of Representatives, District 30 District 30","DEM State Executive Committeeman, District 10 District 10","DEM State Executive Committeeman, District 11 District 11","DEM State Executive Committeeman, District 11 District 11","DEM State Executive Committeewoman, District 10 District 10","DEM State Executive Committeewoman, District 11 District 11","Circuit Court Judge, Div. 2",County Mayor,County Mayor,"County Commission, District 1 District 1","County Commission, District 1 District 1","County Commission, District 2 District 2","County Commission, District 2 District 2","County Commission, District 3 District 3","County Commission, District 4 District 4","County Commission, District 5 District 5","County Commission, District 6 District 6","County Commission, District 6 District 6","County Commission, District 7 District 7","County Commission, District 7 District 7","County Commission, District 8 District 8","County Commission, District 8 District 8","County Commission, District 9 District 9","County Commission, District 10 District 10","County Commission, District 11 District 11","County Commission, District 11 District 11",County Trustee,"General Sessions Court Judge, Div. 2",Sheriff,Circuit Court Clerk,Criminal Court Clerk,Criminal Court Clerk,Juvenile Court Clerk,County Clerk,County Clerk,Register of Deeds,"County School Board, District 3 District 3","County School Board, District 3 District 3","County School Board, District 3 District 3","County School Board, District 5 District 5","County School Board, District 6 District 6","County School Board, District 6 District 6","County School Board, District 8 District 8","County School Board, District 8 District 8","County School Board, District 9 District 9","County School Board, District 9 District 9",Collegedale City Judge Collegedale,Town of Lookout Mountain Commission Lookout Mountain,Town of Lookout Mountain Commission Lookout Mountain,Town of Lookout Mountain Commission Lookout Mountain,Town of Lookout Mountain Commission Lookout Mountain,Town of Lookout Mountain Commission Lookout Mountain,Town of Lookout Mountain Commission Lookout Mountain,Town of Lookout Mountain School Board Lookout Mountain,Town of Lookout Mountain School Board Lookout Mountain,Town of Lookout Mountain School Board Lookout Mountain,Red Bank City Judge Red Bank,Red Bank City Judge Red Bank,Red Bank City Judge Red Bank,Judge Kyle Hixson,Judge Kyle Hixson,Judge Mary Wagner,Judge Mary Wagner,"Judge William Phillips, II","Judge William Phillips, II",Judge Steve Maroney,Judge Steve Maroney,Judge Valerie Smith,Judge Valerie Smith,Judge Stacy Street,Judge Stacy Street,Judge Steven Sword,Judge Steven Sword
Election Day,0006,AVONDALE,1265,146,3,142,1,0,2,1,2,2,2,0,0,0,0,0,0,0,1,1,0,2,0,38,12,59,4,11,76,18,12,4,16,85,37,106,0,0,0,134,0,0,0,74,41,0,106,63,17,126,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,57,101,58,52,8,124,53,12,100,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,67,58,54,55,57,56,52,73,38,62,52,57,52
Early Voting,0006,AVONDALE,1265,111,6,103,2,1,2,2,6,6,6,0,0,0,0,0,0,0,2,2,0,2,2,27,2,41,5,19,62,11,12,1,6,58,32,72,0,0,0,98,0,0,0,46,35,0,78,43,11,98,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,45,78,36,37,7,102,35,10,76,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,45,43,51,36,42,46,54,33,50,37,46,41
Absentee,0006,AVONDALE,1265,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,2,1,0,3,2,5,0,0,0,9,0,0,0,4,1,0,5,3,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,6,3,2,0,9,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,2,5,3,5,3,5,3,5,3,4,4
Provisional,0006,AVONDALE,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military & Overseas,0006,AVONDALE,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Home,0006,AVONDALE,1265,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
Election Day,0007,BIRCHWOOD,2195,359,312,38,9,149,86,76,291,288,288,0,0,0,0,302,0,0,197,71,0,203,63,6,4,23,2,1,19,5,8,1,2,27,6,34,0,0,0,0,33,0,0,20,12,0,31,306,296,56,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,326,308,316,316,294,44,305,276,57,306,0,0,0,0,0,0,0,0,274,59,0,0,0,0,0,0,0,0,0,0,0,0,0,245,52,241,54,246,50,248,49,240,58,245,52,244,50
Early Voting,0007,BIRCHWOOD,2195,219,175,41,3,94,30,51,167,163,168,0,0,0,0,172,0,0,95,59,0,123,30,7,4,25,2,2,15,10,8,2,2,26,10,33,0,0,0,0,34,0,0,14,20,0,33,184,157,56,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,188,185,193,188,163,47,182,164,42,186,0,0,0,0,0,0,0,0,163,44,0,0,0,0,0,0,0,0,0,0,0,0,0,161,29,156,30,151,33,149,34,150,33,149,33,145,38
Absentee,0007,BIRCHWOOD,2195,8,7,0,1,4,1,2,7,7,7,0,0,0,0,7,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,6,6,6,5,1,6,4,2,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,2,4,2,4,2,4,2,4,2
Provisional,0007,BIRCHWOOD,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military & Overseas,0007,BIRCHWOOD,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Home,0007,BIRCHWOOD,2195,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election Day,0008,BONNY OAKS,2266,337,47,277,13,21,7,18,44,44,44,0,0,0,0,0,0,0,26,12,0,22,16,86,6,112,13,44,160,25,37,17,21,170,71,215,0,0,0,265,0,0,0,156,81,0,222,167,63,271,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,170,254,163,146,53,266,148,60,214,149,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,151,146,137,160,119,134,144,189,98,168,109,141,136
Early Voting,0008,BONNY OAKS,2266,308,35,268,5,23,8,4,32,31,30,0,0,0,0,0,0,0,13,12,0,16,7,62,7,128,7,41,142,27,39,14,26,167,65,200,0,0,0,255,0,0,0,139,72,0,204,120,53,247,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,145,223,127,117,38,259,124,46,195,106,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,140,133,128,130,124,114,135,154,102,148,112,122,132
Absentee,0008,BONNY OAKS,2266,12,1,11,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4,1,4,0,2,5,1,4,0,1,8,3,6,0,0,0,11,0,0,0,5,4,0,8,6,2,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,10,5,5,1,11,4,4,8,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,6,6,6,6,6,8,4,5,7,6,6
Provisional,0008,BONNY OAKS,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military & Overseas,0008,BONNY OAKS,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Home,0008,BONNY OAKS,2266,7,1,6,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,3,1,0,0,0,2,2,3,0,0,0,5,0,0,0,2,3,0,4,4,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,5,4,1,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,4,1,2,3,3,2,3,2,3,2
Election Day,0009,BRAINERD,1972,385,134,236,15,58,22,47,119,117,0,0,0,0,0,0,112,112,0,0,103,0,0,30,12,165,4,16,134,26,21,9,27,181,26,0,0,0,0,9,0,183,182,0,0,189,0,205,122,257,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,212,285,201,204,123,219,203,119,169,179,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,129,154,116,150,113,138,122,161,105,164,99,139,125
Early Voting,0009,BRAINERD,1972,291,90,196,5,41,20,28,78,75,0,0,0,0,0,0,76,77,0,0,71,0,0,30,9,124,9,13,105,25,19,16,20,151,30,0,0,0,0,18,0,143,157,0,0,170,0,152,93,188,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,149,215,136,133,82,198,148,102,143,139,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,104,137,95,125,100,130,95,153,73,149,79,133,93
Absentee,0009,BRAINERD,1972,9,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3,2,0,0,0,4,1,0,0,0,0,3,0,2,4,0,0,5,0,3,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,6,5,6,1,6,4,4,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,2,2,2,2,3,1,3,2,2,2
Provisional,0009,BRAINERD,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military & Overseas,0009,BRAINERD,1972,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2
Nursing Home,0009,BRAINERD,1972,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,1,0,2,0,2,0
Election Day,0010,BRAINERD HILLS,1908,274,108,151,15,48,33,22,97,94,0,0,0,0,0,41,44,92,0,0,87,0,0,27,15,88,4,10,87,22,17,7,14,111,28,0,0,0,0,19,44,61,124,0,0,123,0,169,110,162,0,0,0,0,0,0,0,0,0,0,0,101,169,0,0,0,0,172,211,166,168,103,159,165,104,135,163,0,0,0,0,0,0,95,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,95,126,89,125,89,129,83,141,73,135,78,112,99
Early Voting,0010,BRAINERD HILLS,1908,150,45,104,1,17,11,17,41,42,0,0,0,0,0,19,17,38,0,0,39,0,0,21,0,65,5,4,59,11,8,9,7,77,17,0,0,0,0,7,30,48,84,0,0,83,0,77,48,102,0,0,0,0,0,0,0,0,0,0,0,42,104,0,0,0,0,73,107,76,74,44,104,69,40,91,70,0,0,0,0,0,0,39,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,61,61,54,69,55,66,69,56,67,56,56,64
Absentee,0010,BRAINERD HILLS,1908,3,2,1,0,0,1,1,2,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,2,1,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1
Provisional,0010,BRAINERD HILLS,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military & Overseas,0010,BRAINERD HILLS,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Home,0010,BRAINERD HILLS,1908,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,1,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
Election Day,0011,BUSHTOWN,2127,281,13,256,12,4,6,3,11,11,11,2,0,0,0,0,0,0,9,2,0,8,3,66,7,121,12,24,140,32,26,11,26,164,49,167,4,7,0,224,0,0,0,117,76,0,177,95,21,251,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,99,180,93,84,20,246,82,34,168,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,137,77,132,84,126,76,131,105,103,95,113,80,126
Early Voting,0011,BUSHTOWN,2127,247,26,218,3,11,7,7,20,19,20,14,0,0,0,0,0,0,13,8,0,16,5,49,5,110,9,14,113,17,30,16,18,134,45,143,9,6,0,184,0,0,0,98,61,0,144,77,31,206,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,93,148,76,75,28,210,71,43,143,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,101,99,89,89,91,82,94,113,69,100,84,82,92
Absentee,0011,BUSHTOWN,2127,33,1,31,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,18,1,4,19,0,0,3,6,13,10,18,0,0,0,31,0,0,0,11,16,0,20,7,5,26,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,9,21,5,4,1,31,6,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,21,5,21,6,21,5,25,4,24,6,22,6
Provisional,0011,BUSHTOWN,2127,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,1,1,1,0
Military & Overseas,0011,BUSHTOWN,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Home,0011,BUSHTOWN,2127,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,4,0,0,0,3,0,0,0,0,2,0,2,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,2,0,1,0
Election Day,0012,COLLEGEDALE A,2016,167,85,78,4,42,18,25,81,75,77,0,0,0,0,78,0,0,39,32,0,49,20,17,5,47,3,3,39,16,9,4,6,56,17,59,0,0,0,0,59,0,0,39,30,0,59,112,75,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,112,125,115,109,71,83,108,75,70,106,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,88,36,85,39,87,37,84,41,89,36,92,34,86,39
Early Voting,0012,COLLEGEDALE A,2016,199,117,80,2,59,22,34,105,103,104,0,0,0,0,106,0,0,61,40,0,73,24,14,3,50,5,5,43,12,9,4,9,54,19,62,0,0,0,0,59,0,0,43,26,0,62,134,114,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,130,151,133,128,111,80,127,107,77,127,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,118,50,115,55,121,47,111,52,125,40,125,42,108,56
Absentee,0012,COLLEGEDALE A,2016,4,4,0,0,4,0,0,4,4,3,0,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,4,3,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
Provisional,0012,COLLEGEDALE A,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military & Overseas,0012,COLLEGEDALE A,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Home,0012,COLLEGEDALE A,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Election Day,0013,COLLEGEDALE B,1042,88,63,25,0,23,6,34,58,53,0,0,0,0,0,56,0,51,0,0,48,0,0,2,2,18,2,1,16,4,3,1,1,18,7,0,0,0,0,0,23,0,23,0,0,23,0,61,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,59,67,62,55,57,29,58,54,29,60,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,56,18,54,19,54,16,54,16,56,14,57,13,55,15
Early Voting,0013,COLLEGEDALE B,1042,240,190,49,1,99,25,61,176,172,0,0,0,0,0,178,0,161,0,0,157,0,0,5,2,35,0,2,23,8,4,5,5,42,3,0,0,0,0,0,39,0,36,0,0,37,0,181,176,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,196,198,193,189,175,55,189,169,56,191,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,162,32,161,32,157,26,155,28,161,23,160,24,158,27
Absentee,0013,COLLEGEDALE B,1042,5,5,0,0,2,0,3,3,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,3,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
Provisional,0013,COLLEGEDALE B,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Military & Overseas,0013,COLLEGEDALE B,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursing Home,0013,COLLEGEDALE B,1042,6,4,2,0,3,0,1,4,4,0,0,0,0,0,4,0,4,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,5,5,5,1,6,5,1,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0
Election Day,0014,CONCORD A,1737,225,91,126,8,37,23,30,83,81,0,0,0,0,0,0,83,81,0,0,80,0,0,22,7,75,9,4,62,15,10,12,15,84,26,0,0,0,0,0,0,97,99,0,0,97,0,139,90,133,0,0,0,0,0,0,0,0,0,0,0,85,137,0,0,0,0,137,168,139,140,83,136,137,88,110,132,0,0,0,0,0,0,71,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,73,123,70,115,75,117,68,133,54,127,61,118,69
